source_type,source_id,frame_number,class_id,class_name,confidence,x_min,y_min,x_max,y_max,width,height,area_pixels,frame_width,frame_height,bbox_area_ratio,center_x,center_y,center_x_norm,center_y_norm,position_region,dominant_color_name,dom_r,dom_g,dom_b,timestamp_sec,ingestion_date,detection_id
image,26.jpg,0,62,tv,0.48994630575180054,0,6,1078,866,1078,860,927395,3840,2160,0.11180987639579502,539.6562347412109,436.59043884277344,0.14053547779719036,0.20212520316795066,top-left,blue,183,194,205,0.0,2025-11-21T11:36:26.770099,c515451f-e44e-4e3f-a53b-5000c4d03097
image,26.jpg,0,62,tv,0.4000009298324585,2566,538,2866,822,300,284,85307,3840,2160,0.01028498201048933,2716.792724609375,680.4981079101562,0.7074981053670247,0.315045420328776,top-right,green,93,95,94,0.0,2025-11-21T11:36:26.771681,abb51765-948f-47f4-949c-8926ac1b00dd
image,26.jpg,0,56,chair,0.3969461917877197,3124,548,3476,1393,351,845,297380,3840,2160,0.03585316004933298,3300.709716796875,970.6513366699219,0.8595598220825196,0.44937561882866756,middle-right,red,114,109,100,0.0,2025-11-21T11:36:26.776355,6741221d-0471-451a-a914-76ec64c8871c
image,27.jpg,0,0,person,0.9095783233642578,663,227,3095,2141,2431,1914,4654607,3840,2160,0.5611747259809635,1879.8330078125,1184.1229248046875,0.4895398457845052,0.5482050577799479,middle-center,blue,77,83,101,0.0,2025-11-21T11:36:26.917350,2b04e202-319e-470c-b9d6-e55f6fcb63c5
image,27.jpg,0,0,person,0.8733540177345276,2721,6,3216,1901,495,1895,939397,3840,2160,0.11325683264293201,2969.197998046875,954.0294189453125,0.773228645324707,0.4416802865487558,middle-right,red,81,77,77,0.0,2025-11-21T11:36:26.932129,2f6b0242-bdd2-49e3-b0e5-4ffc946ab60e
image,27.jpg,0,62,tv,0.521024227142334,1,1,1082,879,1081,878,950253,3840,2160,0.114565655473707,541.9566650390625,440.4414367675781,0.14113454818725585,0.20390807257758248,top-left,blue,179,192,202,0.0,2025-11-21T11:36:26.946495,eac9c567-ea33-4354-a981-f20f085e0543
image,27.jpg,0,45,bowl,0.5011515617370605,2471,1163,2708,1292,236,128,30361,3840,2160,0.0036604215408226957,2590.327880859375,1228.0916748046875,0.6745645523071289,0.5685609605577256,middle-right,other,86,86,83,0.0,2025-11-21T11:36:26.947199,4f1071e4-3d2c-4506-91e4-320f9d58aaf5
image,27.jpg,0,56,chair,0.33503249287605286,3129,545,3480,1394,350,849,298046,3840,2160,0.035933415629573306,3304.87646484375,970.26513671875,0.8606449127197265,0.44919682255497684,middle-right,red,114,109,99,0.0,2025-11-21T11:36:26.951899,642c5c0f-1529-4a4b-b735-0e0c24b6046b
image,28.jpg,0,0,person,0.8961102366447449,2688,5,3209,1391,520,1386,722240,3840,2160,0.08707566932052335,2948.8209228515625,698.3251647949219,0.7679221153259277,0.3232986874050564,top-right,red,77,70,69,0.0,2025-11-21T11:36:27.027000,a3d6f294-ac8e-4312-88a9-2ff3414ddd29
image,28.jpg,0,0,person,0.8783949017524719,708,222,3423,2143,2715,1920,5216048,3840,2160,0.6288638495384334,2065.8390502929688,1183.2467651367188,0.5379789193471273,0.5477994283040365,middle-center,blue,80,85,103,0.0,2025-11-21T11:36:27.105981,5ccd5828-d052-444d-b4f2-5a6b889fa241
image,28.jpg,0,45,bowl,0.5161806344985962,2474,1157,2707,1280,232,123,28755,3840,2160,0.003466823323396966,2591.1744384765625,1219.1531982421875,0.6747850100199382,0.5644227769639757,middle-right,other,83,83,81,0.0,2025-11-21T11:36:27.106978,daabbedf-1dae-4640-aa29-bdd0eaa89f1c
image,28.jpg,0,67,cell phone,0.4592359662055969,2781,1369,3203,1978,422,608,256962,3840,2160,0.030980243053323916,2992.8658447265625,1673.9751586914062,0.779392147064209,0.7749884993941696,bottom-right,blue,59,79,128,0.0,2025-11-21T11:36:27.111067,1a220bf9-7453-42c1-950e-0ce2dd9bb68a
image,28.jpg,0,62,tv,0.42141324281692505,0,7,1080,866,1079,858,926824,3840,2160,0.11174096171795908,540.5087585449219,436.7113037109375,0.14075748920440673,0.20218115912543402,top-left,blue,180,192,202,0.0,2025-11-21T11:36:27.125254,08b342cf-5334-4482-9e87-1d90aa2e5d04
image,28.jpg,0,56,chair,0.31920331716537476,3116,548,3476,1392,360,843,303886,3840,2160,0.03663754766393039,3296.6728515625,970.582763671875,0.858508555094401,0.4493438720703125,middle-right,red,110,105,97,0.0,2025-11-21T11:36:27.130086,045d6ebe-5979-4748-98db-92cb0b7513bf
image,28.jpg,0,56,chair,0.26282161474227905,1170,821,1660,1401,489,579,283941,3840,2160,0.034232875633169894,1415.84326171875,1111.5296325683594,0.3687091827392578,0.5145970521149812,middle-center,blue,69,77,97,0.0,2025-11-21T11:36:27.134687,953acf19-a866-43f8-a6db-616fa7a109bd
image,29.jpg,0,0,person,0.8743950724601746,713,224,3285,2136,2571,1911,4916079,3840,2160,0.5926986791030575,1999.7520751953125,1180.2686767578125,0.5207687695821126,0.5464206836841724,middle-center,blue,79,84,102,0.0,2025-11-21T11:36:27.284297,83979680-9c86-4251-bbd1-7c1211ee9791
image,29.jpg,0,0,person,0.852181077003479,2713,6,3201,1799,488,1792,875152,3840,2160,0.1055111937840896,2957.7093505859375,903.2195434570312,0.7702368100484213,0.41815719604492185,middle-right,blue,75,73,80,0.0,2025-11-21T11:36:27.298126,3f74b0d2-97ff-4b50-8fd9-2e567a36cd41
image,29.jpg,0,62,tv,0.48009446263313293,0,6,1080,867,1079,861,930070,3840,2160,0.11213229233472062,540.5304870605469,436.875732421875,0.14076314767201742,0.20225728352864583,top-left,blue,179,191,202,0.0,2025-11-21T11:36:27.312283,aa2428c5-13c1-4104-88d7-3581b1914f9f
image,29.jpg,0,67,cell phone,0.46272721886634827,2670,1217,2993,2095,322,877,283324,3840,2160,0.034158543013812354,2831.58251953125,1656.715576171875,0.7373912811279297,0.7669979519314236,bottom-right,blue,78,97,137,0.0,2025-11-21T11:36:27.316773,788b89d7-1a3c-467b-b58b-6138dd4f036a
image,29.jpg,0,56,chair,0.41959941387176514,3119,554,3479,1395,359,841,302589,3840,2160,0.03648120124962319,3299.570068359375,975.34033203125,0.8592630386352539,0.4515464500144676,middle-right,red,112,107,98,0.0,2025-11-21T11:36:27.321519,666904cd-788f-4b3e-84fe-03a94d08c3c3
image,29.jpg,0,67,cell phone,0.36335983872413635,2727,222,2826,348,98,126,12473,3840,2160,0.0015038827428927308,2777.153076171875,285.6243209838867,0.7232169469197591,0.1322334819369846,top-right,red,72,62,66,0.0,2025-11-21T11:36:27.321958,6de4343e-ec17-48fe-b60f-74e862b7b097
image,29.jpg,0,45,bowl,0.3331088423728943,2473,1162,2706,1291,233,128,30143,3840,2160,0.0036342338477347597,2590.062255859375,1227.0230712890625,0.6744953791300455,0.5680662367078994,middle-right,green,84,85,83,0.0,2025-11-21T11:36:27.322643,2d9c25d9-a473-48b8-9fdc-9df5428142c7
image,3.jpeg,0,0,person,0.837480902671814,459,492,529,665,69,173,12081,720,1280,0.013109015946797122,494.8157958984375,579.4178466796875,0.687244160970052,0.45267019271850584,middle-right,blue,86,91,98,0.0,2025-11-21T11:36:27.360796,06d47e32-366f-4946-8123-994db9f8a746
image,3.jpeg,0,0,person,0.8071005344390869,254,502,305,647,51,145,7488,720,1280,0.00812581602225287,279.7174072265625,575.020263671875,0.38849639892578125,0.4492345809936523,middle-center,blue,81,99,115,0.0,2025-11-21T11:36:27.361192,9778f0db-3246-43c5-a5f3-4740906da329
image,3.jpeg,0,0,person,0.7705723643302917,419,499,465,658,46,158,7305,720,1280,0.007927224476750578,442.1258544921875,578.8833618164062,0.6140636867947049,0.4522526264190674,middle-center,blue,86,91,98,0.0,2025-11-21T11:36:27.361541,d7adae71-019d-48b5-99eb-e21001211262
image,3.jpeg,0,0,person,0.7597338557243347,374,532,417,663,43,131,5696,720,1280,0.006180866099408983,396.0281982421875,598.3060913085938,0.5500391642252604,0.46742663383483884,middle-center,blue,113,125,134,0.0,2025-11-21T11:36:27.361857,e9672dd6-f40b-4012-826e-7d2aeb3d01e1
image,3.jpeg,0,24,backpack,0.4919518828392029,255,524,288,567,33,43,1430,720,1280,0.0015524431044468656,272.21905517578125,545.683837890625,0.37808202107747396,0.4263154983520508,middle-center,blue,57,72,82,0.0,2025-11-21T11:36:27.362123,f7b3036c-8181-4cc5-b6c7-ea54bd057592
image,3.jpeg,0,0,person,0.28678739070892334,537,519,586,618,48,98,4839,720,1280,0.005250825527279328,562.2537231445312,569.012451171875,0.780907948811849,0.44454097747802734,middle-right,blue,46,48,55,0.0,2025-11-21T11:36:27.362425,1a2c922c-3b0e-4c2c-b32e-b69a19b15f30
image,30.jpg,0,0,person,0.8763211369514465,676,217,3383,2138,2706,1921,5201177,3840,2160,0.6270709558251586,2030.1526489257812,1178.0819702148438,0.5286855856577556,0.5454083195439091,middle-center,blue,83,88,105,0.0,2025-11-21T11:36:27.519035,4fdb6a0b-a849-44ad-9ebf-927d51890770
image,30.jpg,0,0,person,0.8519098162651062,2714,5,3220,1283,506,1278,647937,3840,2160,0.07811751034515005,2967.50341796875,644.7544708251953,0.772787348429362,0.2984974401968497,top-right,red,81,74,71,0.0,2025-11-21T11:36:27.529396,25d3aba6-e51e-480c-a791-a8eefb3eb4e7
image,30.jpg,0,56,chair,0.5226938128471375,3120,542,3470,1389,349,847,296482,3840,2160,0.03574490111528172,3295.43310546875,966.032958984375,0.8581857045491537,0.44723748101128474,middle-right,red,109,104,95,0.0,2025-11-21T11:36:27.534132,5f9a47d5-7dc5-499c-aa9f-e0ce8b72b469
image,30.jpg,0,45,bowl,0.3880310654640198,2473,1160,2707,1291,234,130,30682,3840,2160,0.0036992318682763496,2590.38720703125,1225.99951171875,0.6745800018310547,0.5675923665364583,middle-right,other,83,83,80,0.0,2025-11-21T11:36:27.534890,8af622ea-86ad-4203-a72a-08dea249e7da
image,30.jpg,0,62,tv,0.33814072608947754,1,3,1081,868,1080,865,935227,3840,2160,0.11275402719694858,541.0880432128906,435.9570007324219,0.14090834458669027,0.20183194478352864,top-left,blue,179,190,199,0.0,2025-11-21T11:36:27.549020,ec653744-a7f9-4822-b09d-afa15f4c3a5c
image,31.jpg,0,0,person,0.8588608503341675,667,190,3398,2140,2730,1949,5323056,3840,2160,0.6417651464828911,2033.0701904296875,1165.517578125,0.5294453620910644,0.5395914713541666,middle-center,blue,80,85,102,0.0,2025-11-21T11:36:27.705650,4ff89d96-e6da-40e6-afb0-4c13626eb7d3
image,31.jpg,0,0,person,0.8333819508552551,2737,5,3212,1537,474,1531,727038,3840,2160,0.0876541847983996,2974.9808349609375,771.533203125,0.7747345924377441,0.3571912977430556,middle-right,red,79,76,78,0.0,2025-11-21T11:36:27.717256,16efc85f-a19d-4c0e-930a-c2355773f07c
image,31.jpg,0,62,tv,0.3529404103755951,0,5,1083,867,1082,861,933004,3840,2160,0.11248612555200733,542.0656890869141,436.71458435058594,0.14116293986638387,0.20218267794008607,top-left,blue,179,190,199,0.0,2025-11-21T11:36:27.731467,ce653486-c702-4f8f-97d2-e6edfb1d7654
image,31.jpg,0,45,bowl,0.3339095115661621,2471,1161,2707,1291,236,130,30814,3840,2160,0.0037150480591025157,2589.440185546875,1226.566162109375,0.6743333816528321,0.5678547046802662,middle-right,other,83,83,79,0.0,2025-11-21T11:36:27.732209,f8d2c51d-634c-4f2c-be84-8900c6f71cbf
image,31.jpg,0,56,chair,0.29162949323654175,3122,546,3471,1395,348,848,296041,3840,2160,0.03569173859225379,3296.649169921875,971.103759765625,0.8585023880004883,0.44958507396556713,middle-right,red,109,105,95,0.0,2025-11-21T11:36:27.736867,18c17078-a760-46b8-9569-41a515e9c8e2
image,31.jpg,0,56,chair,0.28221985697746277,1153,815,1662,1404,508,588,299561,3840,2160,0.036116101582560484,1408.073486328125,1109.7332153320312,0.36668580373128257,0.513765377468533,middle-center,blue,68,76,96,0.0,2025-11-21T11:36:27.741561,edbdb52b-b488-46c2-ae59-7f04a8db7084
image,32.jpg,0,0,person,0.9174638986587524,645,200,3169,2140,2523,1939,4895066,3840,2160,0.5901651942938545,1907.2462768554688,1170.7478637695312,0.4966787179311117,0.5420128998933015,middle-center,blue,88,93,107,0.0,2025-11-21T11:36:27.890023,3a3f7381-d868-460b-9184-cc31d301ec39
image,32.jpg,0,0,person,0.9060616493225098,2692,4,3703,2131,1010,2127,2150583,3840,2160,0.259281333032611,3197.936279296875,1068.0390319824219,0.8327959060668946,0.4944625148066768,middle-right,red,113,108,103,0.0,2025-11-21T11:36:27.922698,e6741db9-9693-441d-82b9-d10672e20cd9
image,32.jpg,0,45,bowl,0.6059443354606628,2473,1157,2704,1289,231,132,30640,3840,2160,0.0036941043106856306,2589.3773193359375,1223.37451171875,0.6743170102437337,0.5663770887586805,middle-right,other,89,89,86,0.0,2025-11-21T11:36:27.923632,d83a7ba0-8bd8-41fd-ac9f-be8fdfa0027c
image,32.jpg,0,62,tv,0.39725178480148315,2567,534,2856,790,288,255,73832,3840,2160,0.008901438935394657,2711.784423828125,662.4743957519531,0.7061938603719076,0.3067011091444227,top-right,red,112,111,108,0.0,2025-11-21T11:36:27.925014,f0120fbe-acbc-48f4-b180-26edbabcef44
image,32.jpg,0,62,tv,0.26620614528656006,2871,975,3118,1231,247,256,63394,3840,2160,0.0076430812583701616,2994.823974609375,1103.2815551757812,0.7799020767211914,0.5107784977665654,middle-right,blue,69,65,76,0.0,2025-11-21T11:36:27.926206,c1bb50eb-495e-4db4-9f84-15a451238e64
image,33.jpg,0,0,person,0.9153338074684143,650,207,3165,2139,2514,1932,4859175,3840,2160,0.5858381548855542,1908.247314453125,1173.9121704101562,0.4969394048055013,0.5434778566713686,middle-center,blue,88,93,110,0.0,2025-11-21T11:36:28.073738,fd1c436e-8a72-4b7e-99b3-c288d2700914
image,33.jpg,0,0,person,0.9103038907051086,2848,6,3606,2146,758,2139,1623118,3840,2160,0.19568853317199772,3227.429443359375,1076.6282653808594,0.8404764175415039,0.49843901175039784,middle-right,red,119,113,108,0.0,2025-11-21T11:36:28.098597,19f26e57-456f-40ae-93fe-60f5329f99ab
image,33.jpg,0,45,bowl,0.5023584365844727,2476,1162,2704,1296,227,134,30636,3840,2160,0.003693656440009363,2590.7945556640625,1229.5894775390625,0.6746860822041829,0.5692543877495659,middle-right,green,90,91,90,0.0,2025-11-21T11:36:28.099408,a6c0b9a3-ff2a-4783-a17f-31e0547e3ca4
image,33.jpg,0,62,tv,0.4729088246822357,2560,539,2886,822,325,283,92274,3840,2160,0.011124902288106062,2723.889892578125,680.552490234375,0.70934632619222,0.3150705973307292,top-right,green,106,107,105,0.0,2025-11-21T11:36:28.101038,3a782205-d1bc-4f40-a22d-8aff9ae9c8b6
image,33.jpg,0,41,cup,0.2648299038410187,1030,816,1141,990,111,174,19388,3840,2160,0.0023376005432186905,1085.7337646484375,903.2481994628906,0.2827431678771973,0.4181704627143012,middle-left,red,211,193,193,0.0,2025-11-21T11:36:28.101616,f55b1682-20e9-4f28-ae4d-5d5d70ec81e1
image,34.jpg,0,0,person,0.915716826915741,674,200,3173,2139,2498,1939,4847460,3840,2160,0.584425660375916,1923.9652709960938,1169.9957275390625,0.5010326226552327,0.5416646886754919,middle-center,blue,82,87,104,0.0,2025-11-21T11:36:28.249294,262d6397-91fd-4f56-9676-1611fdac8b45
image,34.jpg,0,0,person,0.8989518880844116,2875,4,3658,2118,782,2113,1654292,3840,2160,0.19944696159457737,3267.0621337890625,1061.4034423828125,0.8507974306742351,0.4913904825846354,middle-right,red,107,102,98,0.0,2025-11-21T11:36:28.275456,40de914a-13cd-4dc1-8240-af6719fb25b7
image,34.jpg,0,63,laptop,0.6182329654693604,2889,426,3340,736,450,310,139988,3840,2160,0.01687748541529912,3114.6710205078125,581.7253570556641,0.8111122449239095,0.2693172949331778,top-right,blue,61,56,62,0.0,2025-11-21T11:36:28.277924,78d714b7-ff02-48fa-88a6-ec786ca506e1
image,34.jpg,0,45,bowl,0.3767227828502655,2473,1155,2710,1272,237,117,27848,3840,2160,0.0033575120842785655,2592.16455078125,1214.12841796875,0.6750428517659505,0.5620964898003472,middle-right,green,88,89,87,0.0,2025-11-21T11:36:28.278591,bad462a8-7a8a-4d2d-bba0-e007e1e953da
image,34.jpg,0,62,tv,0.3620609641075134,0,4,1082,874,1081,869,940086,3840,2160,0.11333990426216284,541.4805450439453,439.60382080078125,0.1410105586051941,0.2035202874077691,top-left,blue,185,197,205,0.0,2025-11-21T11:36:28.292666,aef0d2b8-39a9-4026-9a86-16771590f14a
image,34.jpg,0,62,tv,0.3110300600528717,2567,532,2877,799,310,266,82789,3840,2160,0.009981388874110524,2722.410888671875,665.899658203125,0.7089611689249674,0.3082868787977431,top-right,green,107,109,103,0.0,2025-11-21T11:36:28.294176,da2ff99e-a597-4ce8-b51b-4ff4a470282c
image,35.jpg,0,0,person,0.922565221786499,674,210,3180,2139,2505,1929,4833570,3840,2160,0.5827511156911269,1927.5759887695312,1175.2488403320312,0.5019729137420654,0.5440966853389033,middle-center,blue,80,85,101,0.0,2025-11-21T11:36:28.441923,74b00d09-cf36-4f60-a725-740a9aaccc6f
image,35.jpg,0,0,person,0.9198898673057556,2786,2,3463,2114,676,2111,1429609,3840,2160,0.17235835404406383,3124.9105224609375,1058.5810241699219,0.8137787818908692,0.49008380748607494,middle-right,red,94,90,89,0.0,2025-11-21T11:36:28.464064,8e85c79d-f8a7-4bed-b222-48b5524fc389
image,35.jpg,0,45,bowl,0.6338468194007874,2475,1159,2708,1279,233,119,27990,3840,2160,0.003374682166750175,2591.9058837890625,1219.1715087890625,0.6749754905700683,0.5644312540690104,middle-right,other,90,90,86,0.0,2025-11-21T11:36:28.464860,858d8aa8-7f81-45e4-9ca8-0c0b49b57510
image,35.jpg,0,62,tv,0.3775888681411743,2566,536,2830,800,264,264,69894,3840,2160,0.008426678427478894,2698.4456787109375,668.4291687011719,0.7027202288309733,0.30945794847276475,top-right,green,100,104,103,0.0,2025-11-21T11:36:28.466180,1eba2e5f-1c74-4acb-811f-25e78300e317
image,35.jpg,0,41,cup,0.3335121273994446,1028,815,1139,992,110,176,19583,3840,2160,0.0023610973816863,1084.0050659179688,904.1089477539062,0.2822929859161377,0.4185689572934751,middle-left,red,212,191,189,0.0,2025-11-21T11:36:28.466811,6fd44cda-7450-4de8-b3fd-e71d2f111ce8
image,36.jpg,0,0,person,0.9417867660522461,892,808,2973,2151,2081,1342,2794742,3840,2160,0.3369433084010854,1932.8221435546875,1479.794189453125,0.5033390998840332,0.6850899025245949,bottom-center,blue,93,94,107,0.0,2025-11-21T11:36:28.597448,3d15a0ff-bf9e-4bc7-a843-a5c2e878fabd
image,36.jpg,0,0,person,0.9149832129478455,2992,281,3839,2142,846,1861,1575449,3840,2160,0.18994129081854394,3416.0115966796875,1211.5965881347656,0.889586353302002,0.5609243463586878,middle-right,red,87,80,81,0.0,2025-11-21T11:36:28.622010,a80b3283-b9d0-4f20-afc1-0170105856b0
image,36.jpg,0,63,laptop,0.6938284039497375,3026,980,3693,1366,667,385,257346,3840,2160,0.03102650290562047,3360.238037109375,1173.4149169921875,0.8750619888305664,0.5432476467556424,middle-right,blue,55,51,60,0.0,2025-11-21T11:36:28.626321,0558ff4b-25a8-4495-bb06-511759d863b0
image,36.jpg,0,45,bowl,0.541276216506958,2495,1735,2737,1874,242,138,33499,3840,2160,0.004038771949902487,2616.8714599609375,1805.080810546875,0.6814769426981608,0.8356855604383681,bottom-right,red,86,83,80,0.0,2025-11-21T11:36:28.627119,11a0045d-7946-46a1-ab21-5aa91c319ac8
image,36.jpg,0,62,tv,0.46708986163139343,2568,1103,2879,1374,310,270,84136,3840,2160,0.010143714575750903,2724.0531005859375,1238.8511962890625,0.7093888282775879,0.5735422205041956,middle-right,green,97,99,96,0.0,2025-11-21T11:36:28.628679,07bc8804-b70c-4c50-b3de-f5695d3289bb
image,36.jpg,0,62,tv,0.28087538480758667,0,283,1082,1434,1081,1150,1244801,3840,2160,0.15007729312073373,541.4822692871094,859.3247528076172,0.1410110076268514,0.3978355337072302,middle-left,blue,165,174,180,0.0,2025-11-21T11:36:28.647569,e0c84703-1db1-433a-aa0e-e2790394a19f
image,37.jpg,0,0,person,0.9417974948883057,914,809,2971,2151,2057,1342,2760813,3840,2160,0.33285274031509526,1942.6827392578125,1480.9268798828125,0.5059069633483887,0.6856142962420428,bottom-center,blue,93,95,108,0.0,2025-11-21T11:36:28.780328,e1156bd8-e2bc-48ca-8bc9-38a2844bddba
image,37.jpg,0,0,person,0.9250568747520447,2976,295,3838,2143,862,1848,1593571,3840,2160,0.19212619300454173,3407.3311767578125,1219.0548706054688,0.8873258272806803,0.5643772549099393,middle-right,red,88,82,82,0.0,2025-11-21T11:36:28.805092,cba56ded-2c17-4b1a-8527-8fe70764617e
image,37.jpg,0,63,laptop,0.6546196937561035,3029,981,3677,1363,648,381,247472,3840,2160,0.029836131602523554,3353.4422607421875,1172.3810424804688,0.8732922554016114,0.5427690011483651,middle-right,blue,55,51,60,0.0,2025-11-21T11:36:28.809174,1c084945-0562-4065-adcb-1fd71d48a500
image,37.jpg,0,45,bowl,0.587865948677063,2495,1734,2735,1875,240,141,34003,3840,2160,0.004099596427598347,2615.118896484375,1805.0380859375,0.6810205459594727,0.8356657805266203,bottom-right,red,85,84,80,0.0,2025-11-21T11:36:28.809970,0c0103d3-8709-4145-bb2e-9ab26fc99616
image,37.jpg,0,62,tv,0.46650832891464233,2567,1105,2878,1374,310,269,83823,3840,2160,0.01010601472006076,2722.951171875,1240.072265625,0.7091018676757812,0.5741075303819444,middle-right,green,97,100,96,0.0,2025-11-21T11:36:28.811518,9c841a46-8c5e-4b25-bec2-0be1e9785854
image,37.jpg,0,62,tv,0.32809978723526,1,293,1084,1436,1083,1143,1238858,3840,2160,0.14936087736945647,543.1632843017578,865.3045501708984,0.14144877195358277,0.400603958412453,middle-left,blue,166,175,181,0.0,2025-11-21T11:36:28.830060,227e32ad-a1ad-4cb2-a8b2-9e7d02a0428e
image,37.jpg,0,65,remote,0.305244117975235,3505,1229,3713,1357,207,128,26699,3840,2160,0.003218956392051445,3609.305419921875,1293.52294921875,0.9399232864379883,0.5988532172309028,middle-right,red,88,70,81,0.0,2025-11-21T11:36:28.830962,33e2ffda-62fc-41cf-ad57-a495c6c2f681
image,37.jpg,0,67,cell phone,0.2527068257331848,1026,1382,1145,1561,118,179,21300,3840,2160,0.0025680882804509668,1085.6044311523438,1472.414794921875,0.2827094872792562,0.6816735161675347,bottom-left,red,199,179,176,0.0,2025-11-21T11:36:28.831539,9df24d92-df97-4a53-b834-0e33688415ab
image,38.jpg,0,0,person,0.9343845248222351,3072,264,3837,2137,764,1873,1433094,3840,2160,0.17277861489558644,3454.699951171875,1200.9797668457031,0.8996614456176758,0.5560091513174551,middle-right,red,102,94,91,0.0,2025-11-21T11:36:28.941053,8c45bbd2-18f2-44c8-9227-7e8d52fddf77
image,38.jpg,0,0,person,0.9267662763595581,959,821,3007,2152,2047,1331,2725272,3840,2160,0.3285677290155653,1983.5642700195312,1486.7971496582031,0.5165531953175863,0.6883320137306496,bottom-center,blue,94,96,109,0.0,2025-11-21T11:36:28.986342,4151fb16-fc05-4263-816a-3b673656fa5f
image,38.jpg,0,62,tv,0.5899695158004761,2568,1097,2877,1366,309,268,83144,3840,2160,0.010024208215569767,2723.1591796875,1231.7770385742188,0.7091560363769531,0.5702671474880643,middle-right,green,99,101,97,0.0,2025-11-21T11:36:28.988562,3a771dbe-3bf5-45d0-9167-28f5baf6a4d0
image,38.jpg,0,45,bowl,0.3631260097026825,2492,1728,2731,1868,238,140,33355,3840,2160,0.004021474741985677,2612.03759765625,1798.549560546875,0.6802181243896485,0.8326618335865162,bottom-right,red,85,82,80,0.0,2025-11-21T11:36:28.989494,90b03238-eba9-4b1a-b541-08f74e748e8c
image,38.jpg,0,62,tv,0.2579546868801117,0,288,1085,1428,1085,1140,1237721,3840,2160,0.14922381269919074,542.5562133789062,858.4298095703125,0.1412906805674235,0.39742120813440396,middle-left,blue,166,175,181,0.0,2025-11-21T11:36:29.008863,9208d426-496f-4d7f-a3be-121c5ccb0261
image,39.jpg,0,0,person,0.9369168281555176,3058,251,3837,2139,778,1887,1469941,3840,2160,0.17722100514306308,3447.79150390625,1195.7271728515625,0.8978623708089193,0.5535773948386863,middle-right,red,101,94,90,0.0,2025-11-21T11:36:29.139021,51554af2-0171-4c58-b43c-79ae3d7137a9
image,39.jpg,0,0,person,0.930517315864563,940,808,2991,2152,2051,1344,2757325,3840,2160,0.33243221345647916,1965.81103515625,1480.5861206054688,0.5119299570719401,0.6854565373173467,bottom-center,blue,93,95,107,0.0,2025-11-21T11:36:29.181446,a52a1222-6a5d-40aa-8dcf-763e6c43d3cb
image,39.jpg,0,45,bowl,0.5329393148422241,2496,1728,2732,1860,236,132,31267,3840,2160,0.0037696893588872625,2614.5484619140625,1794.2724609375,0.6808719952901204,0.8306816948784722,bottom-right,red,87,85,81,0.0,2025-11-21T11:36:29.182558,92e199b6-704e-412c-90ee-a7daef7586a7
image,39.jpg,0,62,tv,0.43416979908943176,2564,1094,2878,1356,313,261,82045,3840,2160,0.009891634398998038,2721.6697998046875,1225.4862060546875,0.7087681770324707,0.5673547250253183,middle-right,green,98,101,97,0.0,2025-11-21T11:36:29.184063,661a92aa-a0f9-41f7-8161-c7290a1f4033
image,39.jpg,0,62,tv,0.30272331833839417,0,290,1085,1422,1085,1131,1228759,3840,2160,0.14814325582508764,542.936767578125,856.6471252441406,0.14138978322347004,0.3965958913167318,middle-left,blue,167,176,182,0.0,2025-11-21T11:36:29.202650,86e494d9-4a05-4b2c-b65b-aa014d5235a4
image,4.jpeg,0,0,person,0.8984133005142212,0,289,243,984,243,695,169350,720,1280,0.18375754887164578,121.80105590820312,636.7427368164062,0.16916813320583768,0.4974552631378174,middle-left,green,92,109,89,0.0,2025-11-21T11:36:29.264717,ef4f6c9a-c4a3-489d-aae9-fed5d6871f69
image,4.jpeg,0,0,person,0.8658269643783569,344,350,450,628,105,278,29370,720,1280,0.03186954284085207,397.49957275390625,489.7626647949219,0.5520827399359809,0.3826270818710327,middle-center,blue,96,98,101,0.0,2025-11-21T11:36:29.265586,3df0dd7c-8eea-488e-9e9e-35430cb71792
image,4.jpeg,0,0,person,0.7790356278419495,293,359,362,603,69,243,16963,720,1280,0.018406897243403365,328.05908203125,481.5159912109375,0.4556376139322917,0.37618436813354494,middle-center,blue,99,103,104,0.0,2025-11-21T11:36:29.266147,85b02c14-fd2f-4f15-8785-f41d2215fd4c
image,4.jpeg,0,0,person,0.738937258720398,242,408,297,584,54,175,9643,720,1280,0.010463413674806361,269.9132995605469,496.8032531738281,0.3748795827229818,0.3881275415420532,middle-center,red,150,128,112,0.0,2025-11-21T11:36:29.266574,3b85a52f-66c4-4923-9fde-4daa9c4909cb
image,4.jpeg,0,2,car,0.6982542872428894,583,415,625,449,41,33,1388,720,1280,0.001506370448648037,604.6196899414062,432.7923583984375,0.8397495693630642,0.3381190299987793,middle-right,blue,73,93,102,0.0,2025-11-21T11:36:29.266861,bb13bca5-3547-42de-8936-f8a701b092e3
image,4.jpeg,0,0,person,0.566002368927002,151,287,258,650,106,363,38700,720,1280,0.041993018336070234,205.1168212890625,468.71307373046875,0.2848844740125868,0.3661820888519287,middle-left,green,79,102,75,0.0,2025-11-21T11:36:29.267709,4b04459d-0418-47ff-80ea-3a66ddbfe143
image,4.jpeg,0,26,handbag,0.2868599593639374,15,411,156,688,140,277,39104,720,1280,0.042431126197172694,86.45413208007812,549.7350463867188,0.12007518344455295,0.42948050498962403,middle-left,green,30,88,50,0.0,2025-11-21T11:36:29.268594,acac9ca2-e235-4c6a-bcd2-5c617eb461c0
